"","USER_ID","VIDEO_ID","SIZE","VIEWS.x","LENGTH","BITRATE","UPLOADS","FRIENDS"
"6103","lamping","CO04rXDTcMo",3157657,714088,74,"337.84",12,NA
"4499","HappySlip","zsqi2QHXaFI",6856696,712243,165,"331.101",53,NA
"1824","CasinoRoyaleMovie","fl5WHj0bZ2Q",6421435,710079,154,"333.354",9,NA
"4515","harshv","NEr0la4gMiY",12082553,709312,290,"-1.#QNAN",5,NA
"2699","davidchoimusic","FWPzxVMQU8g",11110653,707105,177,"500.13",105,NA
"7834","NeilCicierega","xD-Huwlg2kY",8304961,705738,202,"328.567",64,NA
"12551","xlostinsanity","mvPvcV44rCc",10400536,705298,248,"334.976",1,NA
"3778","forbes","Q275Qh4ESao",8399404,704572,353,"-1.#QNAN",198,NA
"9195","realnewsguy","TJgccoEGbT4",9900071,703562,287,"275.787",14,NA
"3470","eroncoelho","fJuNgBkloFE",14440498,702309,348,"331.798",9,NA
"2272","comedy2020","8q_n8z3auC4",65349901,699727,1710,"1.36681e-115",3,NA
"11423","TimorgTheHippo","K8hfK3RQs2g",13520457,699707,325,"332.067",1,NA
"8435","paraccount","lejN7Ulh10s",6172624,699191,149,"329.678",80,NA
"5407","joeincolorado","JCAt9WcCFbM",10601009,696211,256,"329.306",3,NA
"3998","G4TV","5-N6Cwhoh_s",1309732,693453,29,"2.00041e-289",243,NA
"12780","Zanzibar19","kjN5IYu6VIg",6309232,689935,152,"331.92",69,NA
"4492","hansthp5","vL7Jo_1Z3Y8",8946824,689253,218,"327.299",3,NA
"11040","terranaomi","AlXlhFlHR8A",9167591,688710,219,"333.303",76,NA
"3931","FueledByRamen","uBtH2YlNiNc",8868334,685269,215,"328.941",333,NA
"1160","bienestarpara","E49tl1fAYKc",8537519,684206,208,"5.39432e-299",1,NA
"9625","ryoni","j1G-3laJJP0",12335891,683958,346,"3.06485e+257",14,NA
"6586","m703324","s3iyAFFElb4",2842337,679469,67,"337.199",9,NA
"9614","RyanWho","96OljGZapv4",13252512,676479,322,"-1.#QNAN",16,NA
"3719","Flikflakbreaker","N-1ROTvobbY",9250988,670154,220,"335.538",6,NA
"10972","TeamThune","ssdfqTwZXY0",11235158,668084,309,"-1.#QNAN",2,NA
"10748","superjsuh","PbUtL_0vAJk",43251849,665152,1047,"330.183",4,NA
"1571","brianstreehouse","zYRhVcJsypg",5790056,665122,138,"333.508",64,NA
"744","ashleytisdale","3jLRNiK6oWY",10865334,663407,203,"426.469",75,NA
"2389","crazyaces222","iKC0W3mF1wA",1942380,661631,57,"269.838",8,NA
"5766","kdog59","mDvCcrU-Ob8",9234977,661487,247,"297.902",19,NA
"4032","gamedaily","uCsdPszJLNQ",2420584,658196,60,"322.313",176,NA
"3110","dragonball056","Nbw0wrHWGBs",11346966,657800,272,"-4.44398e-159",3,NA
"3966","Funny90","4eayV1x-Vzc",4382033,657354,105,"330.826",3,NA
"1658","BudSuperBowlXLI","7aO3TO5L0bM",1306183,657104,30,"338.29",8,NA
"9603","ryanalevin","20Of_mna-Rs",25425832,654457,620,"327.5",4,NA
"10896","takingbacksunday","s8-aTwgP6_E",19806564,653797,480,"329.875",16,NA
"11437","tischro","f2bcPIXl8kc",23455096,652213,569,"-1.67276e+104",24,NA
"8007","NikeAkibaNetwork","2ry41RIkqHA",7592910,651544,184,"328.359",7,NA
"5575","jr508","3u2qRXb4xCU",10268168,650798,251,"-1.#QNAN",1,NA
"2524","dailybean","zx2ytr2Oyv4",8931773,647446,220,"324.155",81,NA
"5381","jkikeoc","_UeOdqjB_7k",8685814,645365,207,"3.06485e+257",4,NA
"6270","lilscrappy","Ec0iFBsWLS8",11495182,644996,279,"256",37,NA
"8747","Pieti","sBy4uNPyL9U",10018452,644509,277,"-1.#QNAN",6,NA
"10326","smpfilms","aqN-3A9_QwA",11072774,644081,269,"328.712",258,NA
"9476","RockstarGames","3FfbOCLzgp4",2475132,643093,64,"303.9",29,NA
"7001","MediocreFilms","ENmZ_zirEc0",11756275,638666,283,"331.578",55,NA
"12321","whycer","nlk9Sj4Ns2k",9162536,636836,218,"-6.51202e-165",9,NA
"2579","danmotut","vF4iWIE77Ts",843840,636469,20,"330.04",12,NA
"1148","bhubs789","TvQmrtuQUnI",1943148,631760,77,"200.114",1,NA
"8008","Nikesoccer","K6Di8QT98Zk",11709641,630785,284,"-1.#QNAN",46,NA
"12177","w1ZaRD","fbh16o_tuEo",11520729,629671,278,"1.02266e-102",50,NA
"774","asssatas","YhF_Zp8nM7o",7015499,629581,283,"197.419",6,NA
"4358","Grubert","UF9Pahclz3Y",24981374,625435,603,"-1.#QNAN",4,NA
"10080","shioritsasaki","nR2ygFn-yR8",17205513,623819,420,"-1.03153e-125",2,NA
"5024","ishubeeke","ZcNY2t0h-HE",9195241,621777,265,"276.614",10,NA
"11419","timdorr","_PPCCcXarkc",16127283,619839,387,"332.443",39,NA
"6399","lonelygirl15","Ble9N2kDiGc",NA,619441,238,"330.529",382,NA
"10787","swatstuff","PsrcVV7nsb8",5809775,619397,140,"331.547",9,NA
"10580","steffan030","QvVd9U5J-Xs",11233707,619140,313,"3.75623e-294",8,NA
"11034","teressa","uGXnC18nlTg",16220200,618910,391,"7.98799e-190",22,NA
"11638","TrustNoo1","dGvw6WpHSF4",3881918,616880,105,"293.823",15,NA
"6336","LiteracyLabyrinth","HYokLWfqbaU",2887874,615580,208,"-1.#QNAN",10,NA
"2828","derrickcomedy","MY4kFSuMvKM",11536490,613897,277,"332.544",38,NA
"6683","makemagazine","r7Gn2TyEyHw",6040160,613104,151,"-6.63766e-031",194,NA
"7678","MyCadillacStory","pvi8_uOnQ9U",5244933,612271,127,"328.749",40,NA
"12187","wajahatkhan","pttuWR9aS20",24794306,611728,604,"3.06485e+257",10,NA
"1258","Bl4ckFr0g","asY_I8y6C0M",20383577,610220,491,"331.531",5,NA
"6617","Madonna45","KwDjijmCm7U",8429517,608796,203,"331.625",26,NA
"8034","NintendoQueen","T-x-XXtwpgk",7774328,607459,191,"-1.#QNAN",15,NA
"8693","Philinthecircle","zRVts7TFw-Y",11183160,607456,309,"289.035",45,NA
"4686","hohlermann","lzfJUHVrWhs",12911089,607342,311,"331.159",19,NA
"1118","BenyDaisei","0vgDkev9NVw",2654087,606702,64,"-1.#QNAN",4,NA
"7303","Mitjons","-aVJs22mfG4",3789409,605982,92,"327.828",13,NA
"3051","DominoRecords","SEukS2YN9B8",9836695,604573,238,"329.36",104,NA
"6550","LuTELLO","RqtgfjkB6Pg",5494696,604478,134,"-1.#QNAN",27,NA
"12420","worldofjeff","Syxwkc36jas",12437798,603937,309,"321.623",3,NA
"5569","jplfree","2Y_Jp6PxsSQ",3632643,602495,93,"312.279",1,NA
"4890","iluvheijihattori","3b8G8delDlk",4293049,602332,107,"318.34",58,NA
"5565","joystickdrunkie","5UKQ2cA4Pxk",5176855,602033,224,"183.954",20,NA
"6421","lootahoral","Yco1deXOzN8",6470027,599951,157,"328.404",22,NA
"1381","bluekeys","2xjJXT0C0X4",12482263,598433,320,"-1.#QNAN",11,NA
"1237","bjclayton31","Q3tFagQbBX4",11178519,598301,270,"-1.#QNAN",9,NA
"7397","monkeynotes","QeTuQDJDqdM",5106934,595379,124,"329.503",11,NA
"2909","digitalfilmmaker","H69eCYcDcuQ",4181864,594273,102,"6.01348e-154",55,NA
"9475","RockstarGames","d8ZI7gZ_HCY",2506409,592920,65,"303.629",29,NA
"9160","raven009","jU6iP0WLsU8",7099799,592887,201,"281.587",11,NA
"10213","skaterpnk13","JGLv3IEL0VI",52016921,591394,1263,"-1.#QNAN",1,NA
"11711","TwistedTechTV","dJWS2b0CVE4",24238381,590688,593,"327.086",5,NA
"4175","GiR2007","-fjTlpuEzkA",8711100,590575,238,"291.613",25,NA
"1875","CBS","CNPvdsJS-qE",7821443,590332,190,"329.323",9187,NA
"113","a001109","ybDdUDdeuUo",2823020,588460,68,"-1.#QNAN",3,NA
"4115","GermanFox88","kBVmfIUR1DA",9759620,588196,275,"-1.#QNAN",8,NA
"8149","nujerzeydevil","DpA2tMrQ4RU",1630008,585983,89,"-1.#QNAN",3,NA
"3485","esmeedenters","qW2jplF-gTc",5444008,584985,137,"316.998",74,NA
"1007","batguano","whhbPVrb5KM",25258480,584891,608,"331.585",9,NA
"6794","markleung","wwLrgxtALWs",97880054,584871,2462,"317.758",24,NA
"2569","DanielGardner","HtjGgD9bMsM",6392786,584438,155,"328.067",119,NA
"12748","zac31745","jqRwUISsABs",8236759,579126,199,"-1.#QNAN",1,NA
"8596","peewee64","4QAlt4Sfl7Q",3606777,578999,87,"8.48419e-251",2,NA
"7579","mrwako","8xV9A4v6G3E",8471543,578827,225,"300.201",20,NA
"9285","renetto","8Sm1XLivzXg",21794771,578250,528,"329.666",344,NA
"2259","colossaldonut","dMriTkE3igY",3655820,578075,86,"336.761",15,NA
"3717","flemito","gEIQKaqunYk",3961893,573427,90,"350.26",3,NA
"10505","spni","jV1bRfLHA3A",12501878,570658,365,"273.244",19,NA
"8331","Orbitzal","Pgv7JdFrTzQ",1387838,569428,34,"320.006",13,NA
"5681","kaduxbr","BwbHJmAL8vY",10209085,569040,245,"-1.#QNAN",21,NA
"2110","ChrisEwing","VxMBUq1Z2eE",7758271,565485,188,"5.40365e-299",6,NA
"1303","blamesocietyfilms","RAG1tCRSA68",2298773,564591,52,"350.53",83,NA
"8127","Nothingman54","AFVlJAi3Cso",13276622,564105,322,"-9.57211e+077",31,NA
"6011","kristoferstrom","u46eaeAfeqw",10476164,563220,253,"331.17",13,NA
"8804","pj007101","LkCNJRfSZBU",6948964,563036,170,"325.381",7,NA
"11424","timroot","h4sJMcgeDe0",24340479,562000,600,"323.894",17,NA
"5941","knusel111","GQ3AcPEPbH0",16643050,558069,404,"328.92",3,NA
"4539","Havrest","6WnjJWfVR84",8596805,556951,210,"326.059",1,NA
"6329","LisaNova","6XCQTSI4djM",17300481,552223,418,"331.478",85,NA
"3451","ErFinanza","yj6cbM-h8xg",3274786,551588,78,"-1.#QNAN",2,NA
"12706","ysabellabrave","mEieFuIWPYc",6460270,551286,156,"329.484",139,NA
"11912","Urgelt","6lBkuz1TlVc",20515404,548627,493,"332.293",48,NA
"8216","ohryanclark","8e-vgQSqNtA",9915710,548623,238,"-1.#QNAN",4,NA
"2239","coastguard45","VV6In1K8zKk",11463523,548139,277,"-5.33273e+303",15,NA
"1597","britney4all","7ERtcSqCj7E",9451348,546973,267,"-1.#QNAN",10,NA
"6873","matthewarnold","w2mj-Sq2oeo",3796110,546579,92,"4.99923e-056",10,NA
"5131","jaketheG","LLDj9Y4wvbI",7634474,545433,335,"5.97288e-299",1,NA
"7025","megavela","GLa6dzVN_AU",3569346,545179,88,"323.627",8,NA
"10374","soccerllover1","_ZxxYaKl_EU",1025733,544691,43,"1.18463e+033",0,NA
"11296","TheSyn","uWZX1yNrANs",12737881,542404,304,"-1.#QNAN",31,NA
"9596","rvbcabose","zJhuwihy7FE",8190420,542399,202,"323.514",6,NA
"3930","FueledByRamen","LYrRuP0ixJA",11537195,541486,279,"329.844",333,NA
"1335","Blendtec","K0m4x0y3QNw",3506847,540954,92,"303.73",75,NA
"7830","negativenetwork","HzS-OdWVpHo",2485257,540008,71,"276.342",9,NA
"183","adam02","evTTHS9hwvU",4363351,538702,119,"-1.#QNAN",12,NA
"7512","MrDavy","7_rBidCkJxo",4441610,538292,202,"3.31474e-265",16,NA
"12407","WonderExperience","jWCSGGrU9MA",7768962,537636,187,"331.822",7,NA
"3997","G4TV","YVov6NJU2tk",1336459,537384,29,"2.00041e-289",243,NA
"8311","opantxm","FVbf9tOGwno",5405456,536159,133,"325.076",8,NA
"11634","TrueNuff","Rjpn3L3bSJQ",1863565,535193,56,"262.519",66,NA
"5550","JoshFlowers","ihhEp3uTZck",7582451,533936,185,"327.795",24,NA
"7028","meghans007","EkqrI3IibYI",10100515,531495,242,"-9.01232e-258",1,NA
"2636","darkhades66","p6VzdtmrP6Y",5575820,531433,184,"6.7125e-154",2,NA
"8867","Politicstv","xOJnKgsWPGw",9910185,530058,240,"3.06485e+257",782,NA
"1863","CBS","o8lsjfjgAA8",18239898,526636,441,"331.049",9187,NA
"63","2KSports","5JcAc0BGMKA",1289236,525915,30,"341.31",70,NA
"11511","tone0aka0scope","Tyxlaib9UF0",4947342,524630,117,"-1.#QNAN",9,NA
"974","BaratsAndBereta","gsccgEjLqMc",7659390,523480,187,"-1.#QNAN",36,NA
"865","AVKELY","m3TcpQTm6gM",2736710,523330,70,"310.68",11,NA
"5271","JelleVanDun","cYhhfHYZa5s",9388384,520981,296,"-1.#QNAN",11,NA
"9871","Secumfex","UyHiIeBsc9E",6837804,519812,187,"-1.#QNAN",12,NA
"1838","catheroo","l_Hjpa5TXes",1221087,518611,28,"2088.25",1,NA
"8197","obsesik","Jze6akliSzE",22930808,518540,555,"330.441",72,NA
"1338","Blendtec","C_A3EAuXA38",3223181,518092,85,"302.973",75,NA
"5592","juanchi","aKJonM0fM54",12111912,517345,291,"5.43231e-312",3,NA
"5557","joshuamarius","9eMWG3fwiEU",4749554,516184,115,"329.081",13,NA
"5873","King7045","xXrnKGSShMk",6894996,514945,165,"-5.0047e+303",3,NA
"8338","oregoniannews","6eLIMc4khe0",3037141,514911,75,"323.574",323,NA
"11599","trevbales","LdgdBOTUSqg",24723627,512817,594,"197706",4,NA
"2273","comedycomedy","WRLRjKCGHek",2173126,512660,53,"323.093",66,NA
"1546","breitbart","UBaDfue_Rys",5373182,511993,130,"329.41",13,NA
"1334","Blendtec","aM94aorYVS4",2705645,510256,71,"301.544",75,NA
"7692","mynameismeghan","TEPixxM9xFg",7476733,508049,181,"330.22",11,NA
"11560","tr4x0r","mSyL7u-L_dE",2985903,506937,86,"275.15",67,NA
"12322","whycer","hg2n039txnk",14844021,505459,356,"-2.94962e-306",9,NA
"402","allgamesradio","-Y6db6yQEw0",6340493,505005,152,"331.812",9,NA
"11235","thenewyorktimes","3_1Y8UoLIu4",7126397,504509,172,"331.267",572,NA
"7375","mojo4mojo","FeQLg51b-s4",9449330,503944,231,"326.759",100,NA
"29","14catorze","zfhZfSVuup4",2420761,501170,59,"322.897",6,NA
"10206","sk4munky","mxS_lLGQ2KE",3492778,500621,84,"330.079",110,NA
"28","13tongimp","EtOoQFa5ug8",7836529,497954,190,"328.706",23,NA
"8248","OMGHEISRETARDEDLOL","leEsz9ci5XE",5130093,497089,126,"-5.34792e+303",20,NA
"1876","CBS","V5ENLm0JsQw",3543760,494792,86,"329.395",9187,NA
"4078","geed","MVbv6r_tKnE",21868502,493015,297,"-1.#QNAN",6,NA
"7307","mixmastermattuk","96eSrFlUVh0",1149056,492913,27,"-1.#QNAN",9,NA
"7720","N3maN","6VAkOhXIsI0",13836017,491350,334,"-5.30589e+303",24,NA
"1779","CapitolRecords","HZyTOROlo9E",8268141,489727,199,"331.975",60,NA
"4973","InsaneLampshade","FSpwiGFyvo8",2592063,486674,62,"7.0548e-217",8,NA
"5510","jonsandys","zygt_nGBGb0",10151332,485034,341,"237.423",7,NA
"11254","theoriginaldeadbody","TwZ6Jv2v_D4",8677083,482984,217,"318.671",12,NA
"6164","lbdigital","cmdF1r8rjJ0",11200953,482788,270,"330.904",26,NA
"11970","Vayabobo","92yHyxeju1U",6592531,482511,159,"-1.#QNAN",14,NA
"7671","mwu5599","cc2hnupC_6E",3363857,482479,80,"-3.85936e-198",1,NA
"4904","imakan","T5175Y06_Lk",651026,482409,16,"-1.#QNAN",25,NA
"5884","kingkida","_JJZiZHVovU",2022835,482398,49,"-1.#QNAN",64,NA
"7986","nickynik","_0H0pDSmNzI",2874798,481703,121,"188.73",46,NA
"3445","EpidemiK3","Sxh1xlp3J_Q",2983636,481199,218,"7.47889e-301",14,NA
"11629","truemusix","XS3mhjt7TrY",8052797,480419,197,"24.5072",0,NA
"12749","zacchen","U-Qw1ClCVN8",8651780,477213,212,"5.37795e-299",14,NA
"3954","funkhous","6lWgXDOAJ5s",74779979,477049,1810,"-73340",36,NA
"10532","srvgravesdime","r7oCDbDebDA",3926658,476784,96,"-3.204e+227",6,NA
"2583","dannyboymed2","siBoLc9vxac",22910765,475541,552,"331.761",13,NA
"1320","Blendtec","qySFp3qnVmM",2129368,474890,56,"301.372",75,NA
"9907","sekushii","JEW9Q1lM638",7624340,474456,182,"333.373",6,NA
"2771","dechiquito","LKd49riWLOI",2890280,473746,72,"5.55331e+009",12,NA
"6747","marcosalonso","0h-RhyopUmc",7650853,472885,211,"288.941",6,NA
"2738","dbsboy","weDCgimH9DI",19471758,471472,471,"330.464",12,NA
"11631","TrueNuff","t-L-0s-7-Z0",2586107,470001,77,"268.275",66,NA
"5497","Jonesy737","H2gw9VE16mo",4866352,469419,117,"-1.#QNAN",1,NA
"8274","oneparkave","-oV0XBIFTqo",3314748,468847,79,"333.72",113,NA
"12847","ZeRODark","P9KqbhjGt_I",25513602,467965,637,"-1.#QNAN",2,NA
"2810","demustang","AWatc5U8RC4",3753037,467776,97,"306.961",4,NA
"8277","onewingedangel55","bZ3n0gOv9Is",10971728,467555,265,"3.21362e-074",14,NA
"1523","BrandonHarrisWalker","PtUYaSfC20Y",8182685,467193,198,"329.22",12,NA
"7744","nalts","aXJVxmWTmkg",8135939,467009,210,"308.719",696,NA
"12190","waldochong","w0YH-s4jmCU",8097030,465405,225,"-1.#QNAN",2,NA
"10979","techdawg","0XqO_TdtUB4",6798381,464718,167,"323.907",20,NA
"10311","smosh","8AXHb_xk3EI",3503375,462083,92,"301.988",54,NA
"6746","marcosalonso","MPG-LYoW27E",6826418,461474,192,"283.483",6,NA
"7133","miaarose","8Ooiir-tCcA",5320890,461322,146,"289.843",31,NA
"8922","prattage","_mNjd-hnxbs",4333633,461251,484,"1.18463e+033",2,NA
"4959","infinityclubber","XHa_qiBOtvE",8121845,461170,199,"326.01",1,NA
"8726","pianista983","75GoCvuB8Ow",5412499,458485,132,"325.344",1,NA
"9551","rpoland","Cvar4ZsqsEo",9464701,457986,227,"332.409",156,NA
"1615","brownlee","wXrYSEOg3Ro",5619043,457287,152,"6.01348e-154",13,NA
"707","artgod","34KxmCQD0V8",3742412,457129,91,"-1.#QNAN",3,NA
"4717","hopelesslovex","3oK0mGLtlAE",6391110,457069,154,"-1.70916e-291",16,NA
"4972","InsaneLampshade","r8ybjdPSLGI",2591953,456817,62,"3.08256e-234",8,NA
"10712","sundazefosho","UwxA-pHhVwI",12668943,456691,307,"-1.#QNAN",11,NA
"12754","ZackKim","aZpD0btOZx8",2678128,453300,64,"6.01347e-154",32,NA
"12745","yverish","hwsbUUEOT9g",24900565,452993,599,"331.377",19,NA
"8929","prettyrickyvideos","KrdMegLT5XA",10453436,452451,256,"326.533",42,NA
"147","abelfilho","JffmWtjxVq8",24401651,451104,594,"328.585",2,NA
"5154","JamesNintendoNerd","XjUz8IT0CYg",17405430,450827,423,"5.37795e-299",107,NA
"10798","sweetteafilms","ayhTMr1VhaY",7270904,450068,174,"333.4",110,NA
"6324","LisaNova","4BItuo9YfeA",17917728,446800,432,"331.267",85,NA
"3929","FueledByRamen","A1wMyKQ6jUg",8105641,444732,199,"324.703",333,NA
"539","andyno","IXlQh6JRVgI",7347293,444412,174,"6.01348e-154",2,NA
"7835","NeilCicierega","B77MxjIWixk",5489685,443306,132,"332.288",64,NA
"6568","lyfe1212","Ckh39MWsx80",4435244,442709,109,"323.26",1,NA
"10373","soccer2106","C8yLHPBmC3M",3713926,442508,89,"-5.92471e-108",7,NA
"2745","DCLugi","CdSUrtFdXUQ",9742622,442266,280,"4.61652e-272",73,NA
"6403","lonelygirl15","8pE9uwYqbQs",7161285,441908,174,"9.80207e-313",382,NA
"10565","starmaker","R-ayk8xz5_A",8027176,441661,195,"-4.9884e+303",17,NA
"130","Aash0211","SmEGd-_xYZA",48867815,441400,1601,"6.34541e-154",2,NA
"10352","snicksnack","EnPvUrieH80",1911884,440765,55,"278.319",240,NA
"2039","cheztam","KlxhD284RKM",8552082,440675,205,"332.495",9,NA
"9899","seisuke32","6Zwr8Txqh1U",2628713,439897,64,"324.206",1,NA
"11959","VancouverFilmSchool","__qWoUeU6tI",23403937,438388,604,"309.945",436,NA
"154","abraham2848","x6bUD9PJ6i8",5782781,438122,161,"286.004",3,NA
"10087","shiroro","sVl52rJCIpw",683473,437501,15,"342.61",12,NA
"5071","Iweapons","Yf39qkvwOhU",10345168,436293,289,"-6.74035e+235",182,NA
"8519","paultantk","BzbOoJNC_TU",799678,436079,29,"-1.#QNAN",82,NA
"6412","lonewar","jn8XfKnDPlg",11121126,435866,436,"5.41368e-299",12,NA
"11942","Uzaki","3_GoW0Z_U5k",9256604,435859,223,"-1.#QNAN",17,NA
"7968","niceguynoel","w3-WzqfbVHU",59387214,435076,1443,"-1.#QNAN",1,NA
"6489","lpxxfaintxx","DQg0JNaKeVM",3809762,434692,92,"327.815",7,NA
"5720","KarateKommando","GsfVw9xxoNY",8678474,433419,208,"5.38755e-299",6,NA
"1322","Blendtec","TSTWqRkBN74",3160442,431627,83,"301.084",75,NA
"12116","virtualmagician","fVrVR2jY_CQ",3755534,431311,94,"319.925",72,NA
"1319","Blendtec","NzXMKeUv8MU",2274544,431241,61,"297.181",75,NA
"4258","goodie2shoes","D_YzbODb9To",2639072,431141,63,"331.853",5,NA
"7229","miltonrodas","gsOaQGF7kiQ",5031025,431071,121,"-1.55461e-152",12,NA
"6599","Mack10weezybaby","KO0Ta7AGCFI",11489661,431064,278,"330.533",3,NA
"10303","smosh","p_HQqHLdjvQ",8187605,430758,198,"330.32",54,NA
"7811","nationwiderollinvip","QRbNCjDsVs4",1419331,430359,34,"337.047",4,NA
"3431","enoch89","54Ky2Pg4w-Y",14152459,429791,341,"331.054",75,NA
"3932","FueledByRamen","dWYPtCCYDas",8243513,429031,200,"329.301",333,NA
"3487","espank9","U9QXyuUqKCs",15947026,427310,384,"2.09265e-301",9,NA
"2473","current","qHO8l-Bd1O4",11795249,425284,282,"333.699",44,NA
"9958","SeventhWard","UyyAf45bCRE",4589847,424919,102,"-1.30249e+106",1,NA
"8667","PetrSkoda","nOPzRUj4218",6537121,423198,155,"336.045",5,NA
"2115","chrismluna","A2qZt8l7Xy8",9452213,422523,227,"-1.86456e+185",1,NA
"11958","Vanbrookbabe","aeeR4Vnvs8U",7683925,422333,183,"334.385",2,NA
"11868","Underdog21","vgYhLIThTvk",48126481,422275,1165,"0.0302707",8,NA
"1308","blamesocietyfilms","VAkOfoI3SpE",15015152,422035,363,"330.444",83,NA
"6235","leswoushen","a8nhLe7RpR8",10690737,421924,256,"333.578",473,NA
"6242","lexiii","TTwgNhX4BSo",9539535,421747,262,"5.24571e+240",8,NA
"12905","zside","1kvdq8cRNBM",16152286,421383,390,"-4.66207e+303",7,NA
"5858","Killjoy192000","Yapr0HMRC7k",10512452,421029,253,"-1.#QNAN",23,NA
"5743","KaTLiyAm","-sNeTCdleg4",8884536,420824,215,"330.586",5,NA
"6411","LonesomeOctober","et24KNCbkF0",9738292,417036,381,"204.393",8,NA
"2908","digitalfilmmaker","lmTkFGdsxb8",6687966,416223,162,"6.01348e-154",55,NA
"4473","halo2008","QNvnHAt2GoQ",8890017,415851,221,"320.161",24,NA
"2859","devinn","CR6t47pV8Qc",12938360,414915,308,"-1.#QNAN",2,NA
"1871","CBS","k0O0wl_UaU8",2678180,414744,65,"329.909",9187,NA
"3031","dLxFatih","dnzG5Rq9kas",8559502,414600,237,"289.135",11,NA
"793","athome323","fpZFfzDg5nQ",9749473,414587,235,"2.22978e-230",3,NA
"6076","KziM","Ywlm-LPftOY",10690737,413365,256,"333.578",2,NA
"3211","Dting1","VOTy_64e9MA",5286223,412236,128,"329.207",2,NA
"9336","rgreen103","KkAtRfA1UXc",3246440,411893,80,"-1.#QNAN",2,NA
"6373","lmh","gpqEo2J9PnI",1974963,410487,186,"-1.#QNAN",7,NA
"2543","DamnShow","rr_RAMPt6GU",8617232,409915,210,"-1.#QNAN",59,NA
"12157","vprecords","cg0qluaxpOo",9091363,409139,219,"331.131",92,NA
"11818","ughughboy","gnVupEzu59g",8007177,408766,193,"-1.05031e-131",5,NA
"9196","realnewsguy","PMBDhlEsZtw",11160836,408572,329,"270.384",14,NA
"3963","funny4food","nnQhCndpE9M",8487590,408224,205,"2.81457e+162",54,NA
"4055","garminblog","KL3ccJDplzs",1192258,408162,29,"318.145",84,NA
"9051","queen106","4d1pUTRon4Q",13536573,407249,328,"329.738",14,NA
"5191","javifisher","xrShK-NVMIU",9850941,407093,237,"3.06485e+257",7,NA
"9385","Ringo00","RCRS2zewvco",11055168,406568,268,"2.55289e-257",12,NA
"9739","SArmstr0ng","cueXmJDbbvU",9581129,405586,229,"1.17332e-038",26,NA
"9732","sarah69legs","V1s9queYhF8",19428891,405512,491,"314.969",2,NA
"5054","itubemyvideos","TaIUkwPybtM",8526783,403769,211,"322.877",1,NA
"11632","TrueNuff","q8lW8ndh5BU",1586066,403688,50,"251.023",66,NA
"9619","ryno135","6LXtYsdfMIU",5179268,402909,201,"-1.#QNAN",11,NA
"8017","nimatime","gVEVUxyxBJc",1785453,402414,42,"-1.16061e+087",27,NA
"6333","lissamay28","tnPorliRVns",6740982,401168,257,"1.89323e+214",55,NA
"9215","redron","hg1cW41ogRI",10751805,400894,262,"-1.#QNAN",1,NA
"4132","getamac","C5oGaZIKYvo",6024628,400593,142,"338.111",103,NA
"6972","MDS66801","IkeC7HpsHxo",3879162,398958,98,"314.594",7,NA
"11224","TheMessengersMovie","spzvS7UrTs0",4842960,398310,126,"306.027",5,NA
"1071","BeChaotic","LucfKdukf10",4725759,398068,221,"170.008",2,NA
"3316","egypt1ancraz","UOrcxwKAlOU",7351570,397323,181,"2.23786e+227",3,NA
"1872","CBS","d0nD_iNPalY",2770530,394661,67,"326.874",9187,NA
"10236","skytz33","1fw1CcxCUgg",3257135,393566,130,"1.04301e-309",7,NA
"5822","khayav","-Jc6BLappEI",14634023,392871,352,"332.269",117,NA
"1403","bmh1","JVHGy9XEF9I",18274064,391865,508,"-1.93759e-008",90,NA
"6840","masterg","XVQNt64PxfE",20776099,389053,504,"-5.4953e-202",18,NA
"6949","mcminmin","dO3O1QYh3L8",9070977,388984,219,"-5.34687e+303",30,NA
"4107","genocida","9VKlskwm378",8655076,387649,239,"-2.75648e+078",17,NA
"7014","MegaAvatarFan","3SU5dpeNu48",10511626,387249,255,"329.538",1,NA
"11858","UNCjigga","zA1hyqA6UTY",4704684,387084,201,"-1.#QNAN",11,NA
"11018","tedyruby","wR6H-LfKOpk",10495480,387034,253,"-1.#QNAN",13,NA
"3569","Fabiodatubamon","3DXCHa9BYfE",12156769,386754,290,"9.3698e-252",40,NA
"6891","mauroec04","LnOCwWL9cxo",19539425,386071,548,"284.994",20,NA
"2855","deuceWalters","7GFpMb0sOaw",9645179,385885,232,"-1.#QNAN",3,NA
"4276","gordievsky","Qwq7BYOnDrM",1001850,385394,49,"-6.98249e+298",3,NA
"9452","RoccoB64","7oXx0qwe0wc",5230392,384786,126,"-1.#QNAN",80,NA
"8657","petergwo","BngEhhdg4lw",8863002,384467,218,"324.01",40,NA
"1298","blahinsider","73c2PQT0fjU",3050145,383847,74,"328.209",35,NA
"1297","blahinsider","hPzb8FA5M_o",3541141,383381,83,"337.679",35,NA
"12630","ybay707","lHF483cuzuY",14476055,383303,361,"-2.6808e-101",19,NA
"12842","zerkses","L0cj42piVaA",2604619,382438,63,"2.32771e-121",1,NA
